codigo,grupo,descricao,umidade_pct,energia_kcal,energia_kj,proteina_g,lipideos_g,colesterol_mg,carboidrato_g,fibra_g,cinzas_g,calcio_mg,magnesio_mg,manganes_mg,fosforo_mg,ferro_mg,sodio_mg,potassio_mg,cobre_mg,zinco_mg,retinol_mcg,re_mcg,rae_mcg,tiamina_mg,riboflavina_mg,piridoxina_mg,niacina_mg,vitamina_c_mg
120,"Verduras, hortaliças e derivados","Espinafre, Nova Zelândia, refogado",86.57,67.3,281.4,2.72,5.43,,4.24,2.52,1.03,112.38,122.71,0.613,33.51,0.65,47.02,149.23,0.037,0.59,,623.83,311.92,0.083,0.127,0.133,0,5.27
121,"Verduras, hortaliças e derivados","Farinha, de mandioca, crua",9.39,360.9,1509.9,1.55,0.28,,87.9,6.39,0.88,64.87,37,0,41.61,1.09,1.02,340.13,0.08,0.39,,,,0.137,0,0.04,0,0
122,"Verduras, hortaliças e derivados","Farinha, de mandioca, torrada",8.34,365.3,1528.3,1.23,0.29,,89.19,6.54,0.95,75.53,40.01,0.366,38.63,1.19,10.31,327.74,0,0.36,,,,0,0,0.807,0,0
123,"Verduras, hortaliças e derivados","Farinha, de puba",9.8,360.2,1507,1.62,0.47,,87.29,4.24,0.83,41.4,27.49,0.163,32.64,1.43,3.61,337.76,0.07,0.34,,,,0.093,0,0,0,0
124,"Verduras, hortaliças e derivados","Fécula, de mandioca",17.77,330.9,1384.3,0.52,0.28,,81.15,0.65,0.28,11.89,3.02,0,60.38,0.11,2.45,48.13,0,0,,,,0.03,0,0,0,0
125,"Verduras, hortaliças e derivados","Feijão, broto, cru",87.48,38.7,162,4.17,0.1,,7.76,1.97,0.49,14.48,25.13,0.187,74.75,0.82,1.79,189.22,0.172,0.57,,,,0,0.037,0.147,0,12
126,"Verduras, hortaliças e derivados","Inhame, cru",73.31,96.7,404.6,2.05,0.21,,23.23,1.65,1.19,11.8,28.76,0.153,64.72,0.36,0,567.74,0.17,0.3,,,,0.08,0,0.107,0,5.62
127,"Verduras, hortaliças e derivados","Jiló, cru",91.63,27.4,114.5,1.4,0.22,,6.19,4.83,0.56,19.97,20.63,0.14,29.02,0.34,0,212.95,0.07,0.14,,12.67,6.33,0.07,0.04,0,0,6.79
128,"Verduras, hortaliças e derivados","Jurubeba, crua",66.64,125.8,526.4,4.41,3.91,,23.06,23.92,1.98,151.02,65.32,0.522,155.12,0.95,0.77,619.4,1.162,0.63,,,,0.13,0.02,0.203,0,13.83
129,"Verduras, hortaliças e derivados","Mandioca, cozida",68.69,125.4,524.5,0.57,0.3,,30.09,1.56,0.35,18.63,26.82,0.064,22.41,0.07,0.91,100.36,0.014,0.17,,,,0.06,0,0.03,0,11.07
130,"Verduras, hortaliças e derivados","Mandioca, crua",61.84,151.4,633.5,1.13,0.3,,36.17,1.88,0.56,15.19,44.5,0.05,29.43,0.27,2.15,208.06,0.067,0.2,,,,0,0,0.04,0,16.53
131,"Verduras, hortaliças e derivados","Mandioca, farofa, temperada",6.42,405.7,1697.4,2.06,9.12,,80.3,7.82,2.09,65.69,34.34,0.289,44.52,1.36,574.51,201.38,0,0.17,,,,0.1,0,0.153,0,0
132,"Verduras, hortaliças e derivados","Mandioca, frita",36.57,300.1,1255.4,1.38,11.2,,50.25,1.87,0.61,23.05,94.87,0.182,56.54,0.32,8.94,176.06,0.121,0.44,,,,0.053,0,0.037,0,0
133,"Verduras, hortaliças e derivados","Manjericão, cru",92.96,21.1,88.5,1.99,0.39,,3.64,3.31,1.02,210.92,57.81,0.173,39.92,0.97,3.89,251.55,0.163,0.46,,1034.83,517.42,0.06,0.21,0.06,0.897,2.34
134,"Verduras, hortaliças e derivados","Maxixe, cru",95.06,13.7,57.5,1.39,0.07,,2.73,2.19,0.75,20.87,9.61,0.07,24.98,0.35,10.99,327.7,0.02,0.18,,5.5,2.75,0.057,0.02,0.04,0,9.63
135,"Verduras, hortaliças e derivados","Mostarda, folha, crua",93.43,18.1,75.8,2.11,0.17,,3.24,1.89,1.06,68.18,15.62,0.139,58.4,1.1,2.88,363.57,0.048,0.28,,,,0.047,0.04,0.05,0,38.55
136,"Verduras, hortaliças e derivados","Nhoque, batata, cozido",54.95,180.8,756.4,5.86,1.94,15.08,36.78,1.78,0.46,11.42,17.9,0.298,68.37,1.65,7.07,163.7,0.104,0.48,15.47,,,0.077,0,0.037,0,0
137,"Verduras, hortaliças e derivados","Nabo, cru",93.84,18.2,76.1,1.2,0.05,,4.15,2.64,0.75,42.39,14.6,4.417,16.57,0.22,2.46,279.65,0.02,0.19,,,,0.067,0,0.03,0,9.55
138,"Verduras, hortaliças e derivados","Palmito, juçara, em conserva",91.37,23.2,97.1,1.79,0.4,,4.33,3.15,2.11,58.29,33.7,10.819,40.26,0.3,513.82,243.97,0.227,0.73,,,,0.06,0.04,0,0,1.98
139,"Verduras, hortaliças e derivados","Palmito, pupunha, em conserva",89.44,29.4,123.1,2.46,0.45,,5.51,2.55,2.14,32.44,25.49,0.141,54.96,0.18,562.69,206.42,0.08,0.36,,,,0.03,0,0,0,8.66
140,"Verduras, hortaliças e derivados","Pão, de queijo, assado",33.74,363.1,1519.1,5.12,24.57,67.73,34.24,0.56,2.33,102.49,8.24,0.033,93.74,0.28,773.49,93.09,0.006,0.63,61.31,,,0.037,0.097,0.037,0,
141,"Verduras, hortaliças e derivados","Pão, de queijo, cru",41.84,294.5,1232.3,3.65,13.99,63.05,38.51,0.98,2.01,87.56,6.83,0,78.84,0.29,404.99,58.08,0,0.43,47.5,,,0,0.077,0,0,
142,"Verduras, hortaliças e derivados","Pepino, cru",96.79,9.5,39.9,0.87,0,,2.04,1.12,0.29,9.62,9.34,0.083,12.32,0.15,0,153.69,0.037,0.13,,3.58,1.79,0,0.03,0,0,4.99
143,"Verduras, hortaliças e derivados","Pimentão, amarelo, cru",91.88,27.9,116.8,1.22,0.44,,5.96,1.92,0.5,9.61,10.9,0.083,22.38,0.41,0,221.33,0.04,0.15,,40,20,0.04,0.03,0.06,0,201.36
144,"Verduras, hortaliças e derivados","Pimentão, verde, cru",93.52,21.3,89.1,1.05,0.15,,4.89,2.56,0.39,8.76,7.79,0.143,16.51,0.41,0,174.33,0.07,0.14,,46,23,0,0,0,0,100.21
145,"Verduras, hortaliças e derivados","Pimentão, vermelho, cru",92.9,23.3,97.4,1.04,0.15,,5.47,1.59,0.44,6.37,11.13,0.063,19.96,0.33,0,210.92,0.043,0.15,,86,43,0.047,0.057,0.02,0,158.21
146,"Verduras, hortaliças e derivados","Polvilho, doce",12.58,351.2,1469.5,0.43,0,,86.77,0.24,0.17,27.41,4.1,0.088,8.38,0.51,1.58,37.63,0,0,,,,0,0,0,0,0
147,"Verduras, hortaliças e derivados","Quiabo, cru",90.58,29.9,125.3,1.92,0.3,,6.37,4.55,0.83,112.16,49.97,0.464,55.83,0.37,0.89,248.8,0.167,0.59,,49.31,24.65,0.103,0,0.03,0,5.6
148,"Verduras, hortaliças e derivados","Rabanete, cru",95.06,13.7,57.5,1.39,0.07,,2.73,2.19,0.75,20.87,9.61,0.07,24.98,0.35,10.99,327.7,0.02,0.18,,,,0.057,0.02,0.04,0,9.63
149,"Verduras, hortaliças e derivados","Repolho, branco, cru",94.72,17.1,71.6,0.88,0.14,,3.86,1.89,0.4,34.55,8.51,0.127,14.2,0.15,3.64,150.09,0.017,0.15,,6,3,0,0.03,0.057,0,18.72
150,"Verduras, hortaliças e derivados","Repolho, roxo, cru",90.08,30.9,129.3,1.91,0.06,,7.2,1.97,0.74,43.67,18.02,0.253,57.71,0.52,2.34,328.07,0.902,0.25,,,,0.07,0,0.093,0,43.2
151,"Verduras, hortaliças e derivados","Repolho, roxo, refogado",88.7,41.8,174.8,1.8,1.24,,7.56,1.75,0.7,42.59,17.25,0.261,59.38,0.47,3.42,321.45,0.022,0.26,,,,0.067,0,0.073,0.626,40.52
152,"Verduras, hortaliças e derivados","Rúcula, crua",94.82,13.1,54.9,1.77,0.11,,2.22,1.74,1.09,116.56,17.79,0.236,25.17,0.94,9.42,233.4,0.041,0.23,,532.75,266.38,0.043,0,0,0.35,46.29
153,"Verduras, hortaliças e derivados","Salsa, crua",88.65,33.4,139.8,3.26,0.61,,5.71,1.85,1.78,179.41,20.9,1.877,49.35,3.18,2.3,711.3,0.2,1.32,,1743.25,871.62,0.117,0.15,0.467,0.72,51.69
154,"Verduras, hortaliças e derivados","Seleta de legumes, enlatada",82.15,56.5,236.5,3.42,0.35,,12.67,3.09,1.41,16.16,15.61,0.131,49.03,1.06,398.14,122.21,0.083,0.53,,244.17,122.08,0.03,0,0,3.717,0
155,"Verduras, hortaliças e derivados","Serralha, crua",90.25,30.4,127.2,2.67,0.74,,4.95,3.52,1.39,126.02,29.55,0.23,48.26,1.27,19.35,265.27,0.203,1.33,,1134,567,0,0.113,0.08,0,1.51
156,"Verduras, hortaliças e derivados","Taioba, crua",89.24,34.2,143.1,2.9,0.93,,5.43,4.45,1.5,141.09,37.92,0.662,52.76,1.91,1.16,290.32,0.159,0.61,,1160,580,0,0.103,0.097,0,17.94
157,"Verduras, hortaliças e derivados","Tomate, com semente, cru",95.13,15.3,64.2,1.1,0.17,,3.14,1.17,0.46,6.94,10.54,0.067,20.19,0.24,1.02,222.39,0.037,0.14,,54,27,0.117,0,0.023,0,21.21
158,"Verduras, hortaliças e derivados","Tomate, extrato",79.66,60.9,254.9,2.43,0.19,,14.96,2.8,2.75,29.08,29.33,0.177,47.16,2.09,497.93,679.91,0.203,0.37,,166,83,0,0,0.11,2.42,18.01
159,"Verduras, hortaliças e derivados","Tomate, molho industrializado",88.14,38.4,160.9,1.38,0.9,,7.71,3.12,1.87,11.73,16.79,0.083,27.21,1.58,418.28,388.19,0.078,0.13,,76,38,0,0,0.063,0,2.71
160,"Verduras, hortaliças e derivados","Tomate, purê",90.79,27.9,116.9,1.36,0,,6.89,1.03,0.95,13.24,15.44,,30.01,1.25,103.93,308.24,0.093,0.33,,90,45,0,0,0.07,1.18,5.38
161,"Verduras, hortaliças e derivados","Tomate, salada",93.63,20.5,86,0.81,0,,5.12,2.27,0.4,6.95,9.5,0.044,23.38,0.29,5.24,161.16,0.072,0.17,,,,0.057,0.042,0.05,0,12.8
162,"Verduras, hortaliças e derivados","Vagem, crua",92.17,24.9,104.2,1.79,0.17,,5.35,2.38,0.53,41.1,17.83,0.5,27.99,0.43,0,208.2,0.057,0.33,,32.08,16.04,0,0.08,0,0,1.15
163,Frutas e derivados,"Abacate, cru",83.79,96.2,402.3,1.24,8.4,,6.03,6.31,0.55,7.92,14.68,0.173,21.95,0.21,0,206.26,0.147,0.22,,,,0,0.043,0,0,8.66
164,Frutas e derivados,"Abacaxi, cru",86.32,48.3,202.2,0.86,0.12,,12.33,0.99,0.37,22.43,18.44,1.623,12.78,0.26,0,131.34,0.107,0.14,,,,0.173,0.02,0,0,34.62
165,Frutas e derivados,"Abacaxi, polpa, congelada",91.29,30.6,128,0.47,0.11,,7.8,0.33,0.33,13.54,10.07,1.021,7.63,0.36,1.24,106.68,0.039,0.06,,2.26,1.13,0.047,0,0,0,1.25
166,Frutas e derivados,"Abiu, cru",83.14,62.4,261.2,0.83,0.7,,14.93,1.7,0.39,5.78,9.3,0.08,20.29,0.16,0,128.34,0.093,0.1,,,,0,0.037,0.05,0,10.28
167,Frutas e derivados,"Açaí, polpa, com xarope de guaraná e glucose",73.88,110.3,461.5,0.72,3.66,,21.46,1.72,0.28,22.16,12.73,3.286,10.79,0.27,15.1,75.49,0.14,0.19,,,,0,0,0.073,0,10.27
168,Frutas e derivados,"Açaí, polpa, congelada",88.7,58,242.9,0.8,3.94,,6.21,2.55,0.35,35.18,17.04,6.16,16.43,0.43,5.18,123.62,0.183,0.27,,,,0,0.04,0.07,0,0
169,Frutas e derivados,"Acerola, crua",90.53,33.5,140,0.91,0.21,,7.97,1.51,0.39,12.55,13.13,0.073,9.24,0.22,0,164.99,0.067,0.15,,247,123.5,0,0.041,0,1.383,941.37
170,Frutas e derivados,"Acerola, polpa, congelada",93.61,21.9,91.8,0.59,0,,5.54,0.7,0.26,7.59,8.66,0.034,12.86,0.17,1.28,111.99,0.039,0.07,,192,96,0,0.096,0,0,623.24
171,Frutas e derivados,"Ameixa, calda, enlatada",52.17,182.8,765,0.41,0,,46.89,0.52,0.53,13.15,9.96,0.103,20.94,2.15,2.7,221.19,0.027,0.14,,,,0,0.233,0.37,0,4.27
172,Frutas e derivados,"Ameixa, crua",84.77,52.5,219.8,0.77,0,,13.85,2.43,0.6,5.72,5.48,0.03,13.92,0.1,0,134.05,0.057,0.05,,27.21,13.6,0.07,0,0.03,0,7.63
173,Frutas e derivados,"Ameixa, em calda, enlatada, drenada",50.34,177.4,742.1,1.02,0.28,,47.66,4.55,0.7,39.24,14.49,0.197,26.07,2.7,2.79,263.26,0.161,0.2,,,,0,0.223,0.083,0,5.15
174,Frutas e derivados,"Atemóia, crua",72.74,97,405.7,0.97,0.3,,25.33,2.14,0.66,22.77,24.84,0.159,23.36,0.16,0.79,300.01,0.173,0.19,,,,0.093,0.07,0.07,1.58,10.15
175,Frutas e derivados,"Banana, da terra, crua",63.88,128,535.7,1.43,0.24,,33.67,1.53,0.78,4.15,23.79,0.163,25.52,0.29,0,328.03,0.053,0.16,,238.83,119.42,0.03,0.02,0.14,0,15.75
176,Frutas e derivados,"Banana, doce em barra",21.13,280.1,1172,2.17,0.05,,75.67,3.83,0.99,11.95,49.19,0.839,36.88,0.61,9.88,518.25,0.165,0.3,,27.36,13.68,0.03,0,0.057,1.41,0
177,Frutas e derivados,"Banana, figo, crua",70.07,105.1,439.7,1.13,0.14,,27.8,2.8,0.85,6.36,30.16,0.214,15.82,0.2,0,386.59,0.064,0.12,,,,0.09,0,0.03,0,17.5
178,Frutas e derivados,"Banana, maçã, crua",75.23,86.8,363.2,1.75,0.06,,22.34,2.59,0.62,3.22,23.69,0.597,28.68,0.2,0,264.39,0.11,0.12,,6.42,3.21,0,0,0.143,0,10.47
179,Frutas e derivados,"Banana, nanica, crua",73.8,91.5,383,1.4,0.12,,23.85,1.95,0.84,3.42,27.8,0.14,26.72,0.35,0,376.47,0.103,0.18,,13.62,6.81,0,0.02,0.143,0,5.86
180,Frutas e derivados,"Banana, ouro, crua",68.18,112.4,470.1,1.48,0.21,,29.34,1.95,0.79,3.19,28.38,0.09,22.27,0.34,0,354.81,0.077,0.26,,49.71,24.85,0,0,0.143,0,7.56
181,Frutas e derivados,"Banana, pacova, crua",77.71,77.9,326,1.23,0.08,,20.31,2.03,0.67,5.49,30.41,0.407,19.75,0.37,0.94,267.35,0.064,0.14,,,,0.05,0.03,0.17,0,0
182,Frutas e derivados,"Banana, prata, crua",71.86,98.2,411.1,1.27,0.07,,25.96,2.04,0.85,7.56,26.29,0.417,22.2,0.38,0,357.68,0.053,0.15,,32.42,16.21,0,0.02,0.1,0,21.59
183,Frutas e derivados,"Cacau, cru",79.21,74.3,310.8,0.95,0.14,,19.41,2.19,0.28,12.1,24.62,0.035,9.34,0.26,0.7,71.64,0.147,0.59,,,,0.247,0,0.04,0,13.56
184,Frutas e derivados,"Cajá-Manga, cru",86.89,45.6,190.7,1.28,0,,11.43,2.58,0.38,12.74,11.28,0.05,24.47,0.15,1.44,119.4,0.024,0.18,,,,0.11,0,0.05,0,26.7
185,Frutas e derivados,"Cajá, polpa, congelada",92.44,26.3,110.2,0.59,0.17,,6.37,1.36,0.42,9.16,7.17,0.07,25.66,0.32,6.95,148.07,0.099,0.05,,106,53,0.04,0,0,0,0
186,Frutas e derivados,"Caju, cru",88.11,43.1,180.2,0.97,0.33,,10.29,1.68,0.3,1.42,10.11,0.12,15.64,0.15,2.97,123.86,0.073,0.09,,14.67,7.33,0,0,0,0,219.33
187,Frutas e derivados,"Caju, polpa, congelada",89.82,36.6,153,0.48,0.15,,9.35,0.81,0.2,0.84,7.07,0.054,9.77,0.15,4.16,87.66,0.067,0.08,,22,11,0,0.023,0,2.247,119.72
188,Frutas e derivados,"Caju, suco concentrado, envasado",88.37,45.1,188.7,0.4,0.2,,10.73,0.63,0.29,0.98,8.45,0.065,11.4,0.15,45.04,106.99,0.038,0.07,,10,5,0,0.032,0,0,138.7
189,Frutas e derivados,"Caqui, chocolate, cru",79.72,71.4,298.5,0.36,0.07,,19.33,6.52,0.52,17.85,8.55,0.39,18.43,0.1,2.18,163.55,0,0.19,,,,0,0,0.03,0,29.61
190,Frutas e derivados,"Carambola, crua",87.1,45.7,191.4,0.87,0.18,,11.48,2.03,0.37,4.79,7.36,0.126,10.75,0.2,4.09,132.58,0.077,0.24,,,,0.117,0,0,0,60.87
191,Frutas e derivados,"Ciriguela, crua",78.69,75.6,316.3,1.4,0.36,,18.86,3.9,0.7,27.41,17.96,0.057,48.6,0.36,1.68,248.01,0.124,0.53,,,,0.143,0,0,0,27.03
192,Frutas e derivados,"Cupuaçu, cru",86.23,49.4,206.8,1.16,0.95,,10.43,3.12,1.22,13.12,18.17,0.067,21.28,0.49,3.2,331.03,0.074,0.34,,,,0.366,0.037,0.073,4.343,24.51
193,Frutas e derivados,"Cupuaçu, polpa, congelada",86.55,48.8,204.2,0.84,0.59,,11.39,1.59,0.62,5.49,13.91,0.17,14.2,0.26,0.69,291.09,0.14,0.15,,,,0.067,0.071,0.05,0,10.49
194,Frutas e derivados,"Figo, cru",88.19,41.4,173.4,0.97,0.16,,10.25,1.79,0.44,27.39,11.31,0.06,14.57,0.2,0,174.42,0.13,0.09,,,,0.05,0,0,0,0.79
195,Frutas e derivados,"Figo, enlatado, em calda",48.77,184.4,771.4,0.56,0.15,,50.34,1.98,0.18,32.62,6.85,0.16,6.25,0.5,6.87,39.35,0.25,0.09,,,,0,0,0,0,5.24
196,Frutas e derivados,"Fruta-pão, crua",80.87,67,280.5,1.08,0.19,,17.17,5.55,0.69,33.68,24.03,0.044,27.39,0.23,0.8,188.13,0.072,0.13,,,,0.03,0,0,0,9.87
197,Frutas e derivados,"Goiaba, branca, com casca, crua",85.69,51.7,216.5,0.9,0.49,,12.4,6.33,0.52,5.01,7.04,0.073,16.4,0.17,0,219.77,0.043,0.16,,,,0,0,0.027,0,99.19
198,Frutas e derivados,"Goiaba, doce em pasta",24.78,269,1125.3,0.58,0,,74.12,3.73,0.52,10.06,6.49,0.108,53.57,0.4,3.7,164.81,0.06,0.09,,136.42,68.21,0.07,0,0,0,23.06
199,Frutas e derivados,"Goiaba, doce, cascão",20.26,285.6,1194.9,0.41,0.1,,78.7,4.37,0.52,14.7,9.67,0.159,28.2,0.4,11.03,250.72,0.079,0.14,,50.33,25.17,0,0,0,1.407,34.33
200,Frutas e derivados,"Goiaba, vermelha, com casca, crua",84.98,54.2,226.6,1.09,0.44,,13.01,6.22,0.48,4.45,6.89,0.09,15.37,0.17,0,197.58,0.04,0.13,,38,19,0,0,0.03,0,80.6
201,Frutas e derivados,"Graviola, crua",82.15,61.6,257.8,0.85,0.21,,15.84,1.91,0.95,40.12,23.5,0.085,19.17,0.17,4.16,249.67,0.039,0.13,,,,0.168,0.124,0.033,0,19.14
202,Frutas e derivados,"Graviola, polpa, congelada",89.16,38.3,160.1,0.57,0.14,,9.78,1.19,0.35,5.98,9.76,0.056,16.59,0.1,3.05,169.96,0.062,0.05,,,,0,0.094,0,0,10.48
203,Frutas e derivados,"Jabuticaba, crua",83.65,58.1,242.9,0.61,0.13,,15.26,2.3,0.36,8.35,17.78,0.297,14.55,0.09,0,129.72,0.072,0.28,,,,0.06,0,0,0,16.17
204,Frutas e derivados,"Jaca, crua",75.07,87.9,367.9,1.4,0.27,,22.5,2.39,0.76,11.24,40.05,0.485,13.9,0.38,1.8,233.75,0.093,0.17,,,,0.1,0.037,0.047,0,14.82
205,Frutas e derivados,"Jambo, cru",92.1,26.9,112.6,0.89,0.07,,6.49,5.07,0.45,13.8,14.18,0.052,18.36,0.14,21.66,134.87,0.022,0.11,,,,0.077,0,0,1.18,3.77
206,Frutas e derivados,"Jamelão, cru",87.67,41,171.6,0.55,0.11,,10.63,1.78,1.04,3.09,2.16,0,4.12,0.05,1.37,394.34,0.032,0.05,,7.52,3.76,0.167,0,0.117,0,27.07
207,Frutas e derivados,"Kiwi, cru",85.88,51.1,214,1.34,0.63,,11.5,2.65,0.66,23.91,10.58,0.053,33.08,0.25,0,268.92,0.15,0.07,,5.42,2.71,0,0,0.06,0,70.78
208,Frutas e derivados,"Laranja, baía, crua",87.08,45.4,190.1,0.98,0.1,,11.47,1.12,0.37,35.41,9.22,0.04,23.8,0.14,0,174.15,0.04,0.06,,3.88,1.94,0.063,0.02,0,0,56.87
209,Frutas e derivados,"Laranja, baía, suco",90.25,36.6,153.3,0.65,0,,8.7,0,0.36,5.93,7.8,0.017,21.93,0.06,0,172.56,0.02,0,,4,2,0.027,0,0.02,0,94.48
210,Frutas e derivados,"Laranja, da terra, crua",85.38,51.5,215.4,1.08,0.19,,12.86,3.98,0.5,51.08,14.06,0.041,20.12,0.15,0.83,172.52,0.038,0.22,,,,0.073,0.091,0.033,0,34.68
211,Frutas e derivados,"Laranja, da terra, suco",89.22,41,171.4,0.67,0.14,,9.57,1.03,0.4,13.39,10.11,0.022,14.89,0.09,0,145.24,0.022,0.07,,4.46,2.23,0.04,0,0.037,0,44.32
212,Frutas e derivados,"Laranja, lima, crua",86.97,45.7,191.2,1.06,0.08,,11.53,1.78,0.36,31.47,10.16,0.051,14.51,0.12,1.11,129.87,0.032,0.12,,,,0.094,0.054,0.04,0,43.46
213,Frutas e derivados,"Laranja, lima, suco",89.68,39.3,164.6,0.71,0.12,,9.17,0.42,0.32,7.74,10.89,0.021,16.24,0,0,128.74,0.023,0.03,,,,0.102,0.033,0.043,0,41.3
214,Frutas e derivados,"Laranja, pêra, crua",89.55,36.8,153.9,1.04,0.13,,8.95,0.77,0.33,21.89,8.61,0.05,22.68,0.09,0,162.82,0.03,0.06,,0.92,0.46,0.067,0.02,0.02,0,53.73
215,Frutas e derivados,"Laranja, pêra, suco",91.29,32.7,136.9,0.74,0.07,,7.55,0,0.34,7.37,7.59,0.03,14.01,0,0,148.76,0.01,0,,1.21,0.6,0,0,0,0,73.34
216,Frutas e derivados,"Laranja, valência, crua",86.94,46.1,192.9,0.77,0.16,,11.72,1.73,0.41,33.74,14.4,0.056,19.77,0.09,0.63,157.9,0.042,0.11,,,,0.069,0.036,0.03,0,47.85
217,Frutas e derivados,"Laranja, valência, suco",90.53,36.2,151.4,0.48,0.12,,8.55,0.42,0.31,9.08,9.59,0.029,17.27,0,0,143.42,0.02,0,,2,1,,,0.03,0,
218,Frutas e derivados,"Limão, cravo, suco",94.19,14.1,59,0.33,0,,5.25,0,0.24,10.18,8.86,0.033,11.13,0.08,0,119.88,0.026,,,31.42,15.71,0,0,0,0,32.78
219,Frutas e derivados,"Limão, galego, suco",91.8,22.2,93,0.57,0.07,,7.32,0,0.25,5.26,5.92,0.01,13.04,0.05,0,112.51,0.02,0.05,,,,0,0,0.03,0,34.5
220,Frutas e derivados,"Limão, tahiti, cru",87.43,31.8,133.1,0.94,0.14,,11.08,1.18,0.41,50.98,9.7,0.072,23.76,0.18,1.25,128.29,0.058,0.21,,,,0.303,0.037,0,0,38.24
221,Frutas e derivados,"Maçã, Argentina, com casca, crua",82.65,62.5,261.6,0.23,0.25,,16.59,2.03,0.29,3.39,4.86,0.012,11.4,0.05,1.32,117.48,0.031,0,,,,0.05,0,0,0,1.49
222,Frutas e derivados,"Maçã, Fuji, com casca, crua",84.34,55.5,232.3,0.29,0,,15.15,1.35,0.22,1.92,2.04,0.033,9.08,0.09,0,74.71,0.06,0,,3.5,1.75,0,0,0.03,0,2.41
223,Frutas e derivados,"Macaúba, crua",41.53,404.3,1691.5,2.08,40.66,,13.95,13.44,1.79,66.53,66.05,0.075,43.87,0.81,0.65,305.81,0.353,0.66,,1020,510,0.113,0.113,0.03,0,13.44
224,Frutas e derivados,"Mamão, doce em calda, drenado",45.53,195.6,818.5,0.19,0.07,,54,1.31,0.21,20.01,5.81,0.02,4.48,0.11,2.91,68.24,0.019,0.07,,,,0.03,0,0,0,3.9
225,Frutas e derivados,"Mamão, Formosa, cru",86.93,45.3,189.7,0.82,0.12,,11.55,1.81,0.58,24.87,17.32,0.04,10.86,0.23,3.26,221.8,1.36,0.07,,148,74,0.03,0.03,0,0,78.53
226,Frutas e derivados,"Mamão, Papaia, cru",88.58,40.2,168,0.46,0.12,,10.44,1.04,0.4,22.42,22.18,0.013,10.67,0.19,1.63,126.15,0.022,0.07,,118,59,0.034,0.043,0,1.033,82.21
227,Frutas e derivados,"Mamão verde, doce em calda, drenado",41.88,209.4,876,0.32,0.1,,57.64,1.23,0.07,12.44,4.54,0.039,3.23,0.15,4.74,8.67,0.015,0.02,,,,0,0,0,0,0
228,Frutas e derivados,"Manga, Haden, crua",82.29,63.5,265.7,0.41,0.26,,16.66,1.58,0.39,11.66,7.82,0.173,9.3,0.1,0.55,147.88,0.103,0.07,,162,81,0.019,0.06,0.05,0,17.41
229,Frutas e derivados,"Manga, Palmer, crua",79.74,72.5,303.3,0.41,0.17,,19.35,1.63,0.33,11.64,8.72,0.047,14.01,0.09,1.86,156.53,0.088,0.09,,786.92,393.46,0.087,0.03,0,0,65.52
230,Frutas e derivados,"Manga, polpa, congelada",86.5,48.3,202.1,0.38,0.23,,12.52,1.07,0.37,7.12,9.49,0.119,9.11,0.09,6.73,131.37,0.059,0.07,,,,0,0.066,0.03,0,24.9
231,Frutas e derivados,"Manga, Tommy Atkins, crua",85.81,50.7,212.1,0.86,0.22,,12.77,2.07,0.34,7.64,7.4,0.34,13.78,0.08,0,138.37,0.06,0.08,,118,59,0,0.04,0.03,0,7.94
232,Frutas e derivados,"Maracujá, cru",82.85,68.4,286.4,1.99,2.1,,12.26,1.14,0.79,5.39,27.97,0.12,50.69,0.56,1.58,338.42,0.187,0.39,,114,57,0,0.05,0.047,0,19.84
233,Frutas e derivados,"Maracujá, polpa, congelada",88.9,38.8,162.2,0.81,0.18,,9.6,0.51,0.52,4.61,9.7,0.07,15.26,0.29,8.1,227.91,0.05,0.19,,,,0,0.091,0.06,0,7.26
234,Frutas e derivados,"Maracujá, suco concentrado, envasado",88.94,42,175.6,0.77,0.19,,9.64,0.35,0.46,4.16,4.16,0.072,13.9,0.34,21.69,200.7,0.052,0.14,,,,0,0.078,0.05,1.917,13.68
235,Frutas e derivados,"Melancia, crua",90.67,32.6,136.4,0.88,0,,8.14,0.12,0.27,7.72,9.63,0.14,12.18,0.23,0,104.03,0.04,0.1,,61,30.5,0,0,0,0,6.15
236,Frutas e derivados,"Melão, cru",91.28,29.4,122.9,0.68,0,,7.53,0.25,0.52,2.86,5.95,0.047,10.14,0.23,11.17,216,0.043,0.09,,2,1,0,0,0.02,0,8.68
237,Frutas e derivados,"Mexerica, Murcote, crua",83.65,57.6,241,0.88,0.13,,14.86,3.07,0.47,33.07,12.3,0.054,19.5,0.07,1.17,158.54,0.06,0.1,,,,0.079,0.074,0.05,0,21.8
238,Frutas e derivados,"Mexerica, Rio, crua",89.57,36.9,154.3,0.65,0.13,,9.34,2.73,0.32,17.18,8.21,0.045,13.7,0.09,1.82,124.99,0.073,0.15,,,,0.033,0,0,0,111.97
239,Frutas e derivados,"Morango, cru",91.53,30.1,126.1,0.89,0.31,,6.82,1.72,0.45,10.9,9.67,0.327,22.43,0.32,0,184.4,0.06,0.18,,,,0,0.03,0.03,0,63.6
240,Frutas e derivados,"Nêspera, crua",87.76,42.5,178,0.31,0,,11.53,2.96,0.4,19.69,9.72,0.072,10.08,0.15,0,112.85,0.122,0.12,,170,85,0,0,0,0,3.16
