codigo_ibge,descricao,gramas,padrao
6500108-99,caneca,230,false
6500108-99,caneco,230,false
6500108-99,colher de arroz/servir,55,false
6500108-99,colher de sopa,37,false
6500108-99,concha,110,false
6500108-99,copo americano,115,false
6500108-99,copo grande,230,false
6500108-99,copo medio,230,false
6500108-99,cumbuca,195,false
6500108-99,grama,1,true
6500108-99,porcao,195,false
6500108-99,prato de sobremesa,105,false
6500108-99,prato fundo,375,false
6500108-99,prato raso,195,false
6500108-99,quilo,1000,false
6500108-99,tigela,195,false
6500108-99,xicara de cafe,57.5,false
6500108-99,xicara de cha,115,false
6500202-99,grama,1,true
6500202-99,quilo,1000,false
6500202-99,unidade,25,false
6500301-99,colher de arroz/servir,36,false
6500301-99,colher de cafe,2,false
6500301-99,colher de cha,4,false
6500301-99,colher de sobremesa,8,false
6500301-99,colher de sopa,18,false
6500301-99,grama,1,true
6500301-99,porcao,37.5,false
6500301-99,quilo,1000,false
6500401-99,colher de arroz/servir,30,false
6500401-99,colher de cafe,1,true
6500401-99,colher de cha,2,false
6500401-99,colher de sobremesa,7,false
6500401-99,colher de sopa,15,false
6500401-99,grama,1,false
6500401-99,porcao,37.5,false
6500401-99,quilo,1000,false
6500601-99,colher de arroz/servir,60,false
6500601-99,colher de sopa,35,false
6500601-99,concha,150,false
6500601-99,fatia,150,false
6500601-99,grama,1,true
6500601-99,pedaco,150,false
6500601-99,porcao,105,false
6500601-99,prato fundo,500,false
6500601-99,prato raso,300,false
6500601-99,quilo,1000,false
6500603-99,colher de arroz/servir,24,false
6500603-99,colher de cha,3,false
6500603-99,colher de sobremesa,6,false
6500603-99,colher de sopa,12,false
6500603-99,concha,48,false
6500603-99,grama,1,true
6500603-99,porcao,42,false
6500603-99,quilo,1000,false
6500608-99,fatia,60,false
6500608-99,grama,1,true
6500608-99,quilo,1000,false
6500609-99,colher de sopa,60,false
6500609-99,fatia,60,false
6500609-99,grama,1,true
6500609-99,quilo,1000,false
6500613-2,colher de arroz/servir,60,false
6500613-2,grama,1,true
6500613-2,quilo,1000,false
6500614-99,caneca,230,false
6500614-99,caneco,230,false
6500614-99,colher de arroz/servir,55,false
6500614-99,colher de sopa,37,false
6500614-99,concha,110,false
6500614-99,copo americano,115,false
6500614-99,copo grande,230,false
6500614-99,copo medio,230,false
6500614-99,cumbuca,195,false
6500614-99,grama,1,true
6500614-99,porcao,195,false
6500614-99,pote,195,false
6500614-99,prato de sobremesa,105,false
6500614-99,prato fundo,375,false
6500614-99,prato raso,195,false
6500614-99,quilo,1000,false
6500614-99,tigela,195,false
6500614-99,xicara de cafe,57.5,false
6500614-99,xicara de cha,115,false
6500702-99,grama,1,true
6500702-99,quilo,1000,false
6500702-99,unidade,375,false
6500705-99,colher de arroz/servir,55,false
6500705-99,colher de sopa,37,false
6500705-99,concha,110,false
6500705-99,grama,1,true
6500705-99,porcao,195,false
6500705-99,prato fundo,375,false
6500705-99,prato raso,195,false
6500705-99,quilo,1000,false
6500801-99,colher de arroz/servir,55,false
6500801-99,colher de sopa,37,false
6500801-99,grama,1,true
6500801-99,prato de sobremesa,105,false
6500801-99,prato fundo,375,false
6500801-99,prato raso,195,false
6500801-99,quilo,1000,false
6500801-99,tigela,195,false
6500802-99,grama,1,true
6500802-99,pedaco,135,false
6500802-99,quilo,1000,false
6500804-99,colher de arroz/servir,67,false
6500804-99,colher de cha,13.5,false
6500804-99,colher de sobremesa,27,false
6500804-99,colher de sopa,33,false
6500804-99,concha,110,false
6500804-99,copo medio,112,false
6500804-99,grama,1,true
6500804-99,porcao,195,false
6500804-99,prato fundo,375,false
6500804-99,quilo,1000,false
6500902-99,caneca,29.5,false
6500902-99,colher de arroz/servir,8,false
6500902-99,colher de sopa,4,false
6500902-99,concha,15,false
6500902-99,copo americano,25,false
6500902-99,copo grande,29.5,false
6500902-99,copo medio,29.5,false
6500902-99,cumbuca,30,false
6500902-99,grama,1,true
6500902-99,pacote,20,false
6500902-99,porcao,30,false
6500902-99,punhado,9,false
6500902-99,prato de sobremesa,30,false
6500902-99,prato fundo,60,false
6500902-99,prato raso,30,false
6500902-99,quilo,1000,false
6500902-99,taca,30,false
6500902-99,tigela,30,false
6500902-99,xicara de cafe,7.5,false
6500902-99,xicara de cha,30,false
6500903-99,barra,25,false
6500903-99,caneca,29.5,false
6500903-99,colher de arroz/servir,8,false
6500903-99,colher de sopa,4,false
6500903-99,copo americano,25,false
6500903-99,copo medio,29.5,false
6500903-99,cumbuca,30,false
6500903-99,grama,1,true
6500903-99,pacote,20,false
6500903-99,pires,30,false
6500903-99,porcao,30,false
6500903-99,punhado,9,false
6500903-99,prato fundo,60,false
6500903-99,prato raso,30,false
6500903-99,quilo,1000,false
6500903-99,taca,30,false
6500903-99,tigela,30,false
6500903-99,xicara de cafe,7.5,false
6500903-99,xicara de cha,30,false
6501301-99,colher de arroz/servir,20,false
6501301-99,colher de cha,2,false
6501301-99,colher de sobremesa,7,false
6501301-99,colher de sopa,10,false
6501301-99,grama,1,true
6501301-99,quilo,1000,false
6501303-99,colher de sobremesa,7,false
6501303-99,colher de sopa,9,false
6501303-99,grama,1,true
6501303-99,quilo,1000,false
6501304-99,barra,25,false
6501304-99,colher de sopa,9,false
6501304-99,grama,1,true
6501304-99,quilo,1000,false
6501401-99,caneca,171,false
6501401-99,caneco,171,false
6501401-99,colher de arroz/servir,33,false
6501401-99,colher de cafe,3,false
6501401-99,colher de cha,5,false
6501401-99,colher de sobremesa,10,false
6501401-99,colher de sopa,16,false
6501401-99,concha,110,false
6501401-99,copo americano,127,false
6501401-99,copo de cafezinho,42.3,false
6501401-99,copo de requeijao,172,false
6501401-99,copo grande,172,false
6501401-99,copo medio,172,false
6501401-99,copo tulipa,172,false
6501401-99,grama,1,true
6501401-99,porcao,40,false
6501401-99,punhado,23,false
6501401-99,pote,148,false
6501401-99,prato de sobremesa,150,false
6501401-99,prato fundo,271,false
6501401-99,prato raso,101,false
6501401-99,quilo,1000,false
6501401-99,tigela,148,false
6501401-99,xicara de cafe,42.3,false
6501401-99,xicara de cha,148,false
6501410-99,colher de arroz/servir,33,false
6501410-99,colher de sopa,16,false
6501410-99,concha,110,false
6501410-99,grama,1,true
6501410-99,porcao,40,false
6501410-99,punhado,23,false
6501410-99,quilo,1000,false
6501415-99,colher de arroz/servir,33,false
6501415-99,colher de cha,5,false
6501415-99,colher de sobremesa,10,false
6501415-99,colher de sopa,16,false
6501415-99,concha,110,false
6501415-99,copo americano,127,false
6501415-99,copo medio,172,false
6501415-99,grama,1,true
6501415-99,porcao,40,false
6501415-99,punhado,23,false
6501415-99,quilo,1000,false
6501415-99,xicara de cafe,42.3,false
6501415-99,xicara de cha,148,false
6501416-99,grama,1,true
6501416-99,quilo,1000,false
6501416-99,unidade,16,false
6501502-99,grama,1,true
6501502-99,quilo,1000,false
6501502-99,unidade,50,false
6501505-99,colher de arroz/servir,55,false
6501505-99,colher de sopa,30,false
6501505-99,copo de requeijao,230,false
6501505-99,copo medio,230,false
6501505-99,grama,1,true
6501505-99,pires,97.5,false
6501505-99,porcao,195,false
6501505-99,prato de sobremesa,105,false
6501505-99,prato raso,195,false
6501505-99,quilo,1000,false
6501505-99,taca,105,false
6501505-99,tigela,195,false
6501505-99,xicara de cha,115,false
6501510-99,colher de arroz/servir,33,false
6501510-99,colher de cha,110,false
6501510-99,colher de sopa,16,false
6501510-99,concha,110,false
6501510-99,copo americano,127,false
6501510-99,copo medio,172,false
6501510-99,grama,1,true
6501510-99,porcao,40,false
6501510-99,punhado,23,false
6501510-99,quilo,1000,false
6501510-99,tigela,148,false
6501510-99,xicara de cafe,42.3,false
6501510-99,xicara de cha,148,false
6501511-99,colher de sopa,12,false
6501511-99,concha,24,false
6501511-99,grama,1,true
6501511-99,quilo,1000,false
6501515-99,colher de sopa,30,false
6501515-99,copo americano,115,false
6501515-99,copo grande,230,false
6501515-99,copo medio,230,false
6501515-99,grama,1,true
6501515-99,porcao,195,false
6501515-99,quilo,1000,false
6501516-99,banda,25,false
6501516-99,fatia,12.5,false
6501516-99,grama,1,true
6501516-99,metade,25,false
6501516-99,pedaco,12.5,false
6501516-99,quilo,1000,false
6501516-99,unidade,50,false
6502001-99,caneca,62.5,false
6502001-99,colher de arroz/servir,40,false
6502001-99,colher de sobremesa,10,false
6502001-99,colher de sopa,20,false
6502001-99,concha,80,false
6502001-99,copo americano,31.3,false
6502001-99,copo grande,62.5,false
6502001-99,copo medio,50,false
6502001-99,grama,1,true
6502001-99,porcao,30,false
6502001-99,prato fundo,375,false
6502001-99,prato raso,195,false
6502001-99,quilo,1000,false
6502001-99,tigela,62.5,false
6502001-99,xicara de cha,41.7,false
6502101-99,colher de cha,2.5,false
6502101-99,colher de sobremesa,5,false
6502101-99,colher de sopa,8,false
6502101-99,copo americano,18,false
6502101-99,copo grande,36,false
6502101-99,copo medio,28.8,false
6502101-99,grama,1,true
6502101-99,porcao,24,false
6502101-99,prato fundo,375,false
6502101-99,prato raso,195,false
6502101-99,quilo,1000,false
6502102-99,colher de arroz/servir,8,false
6502102-99,colher de sobremesa,2,false
6502102-99,colher de sopa,4,false
6502102-99,copo americano,25,false
6502102-99,copo medio,29.5,false
6502102-99,grama,1,true
6502102-99,pacote,20,false
6502102-99,porcao,30,false
6502102-99,quilo,1000,false
6502102-99,tigela,30,false
6502102-99,xicara de cha,30,false
6502105-99,grama,1,true
6502105-99,prato raso,195,false
6502105-99,quilo,1000,false
6502403-1,grama,1,true
6502403-1,quilo,1000,false
6502403-1,unidade,105,false
6502403-2,grama,1,true
6502403-2,quilo,1000,false
6502403-2,unidade,105,false
6502403-4,fatia,52.5,false
6502403-4,grama,1,true
6502403-4,metade,52.5,false
6502403-4,pedaco,52.5,false
6502403-4,quilo,1000,false
6502403-4,unidade,105,false
6502403-5,grama,1,true
6502403-5,quilo,1000,false
6502403-5,unidade,105,false
6502403-99,banda,52.5,false
6502403-99,grama,1,true
6502403-99,quilo,1000,false
6502403-99,unidade,105,false
6502501-99,colher de sopa,10,false
6502501-99,grama,1,true
6502501-99,quilo,1000,false
6502603-99,grama,1,true
6502603-99,quilo,1000,false
6502603-99,unidade,32,false
6502603-99,unidade pequena,8,false
6503401-1,colher de arroz/servir,50,false
6503401-1,colher de sopa,25,false
6503401-1,concha,110,false
6503401-1,escumadeira,110,false
6503401-1,garfada,30,false
6503401-1,grama,1,true
6503401-1,pegador,110,false
6503401-1,porcao,105,false
6503401-1,prato fundo,400,false
6503401-1,prato raso,320,false
6503401-1,quilo,1000,false
6503401-2,colher de arroz/servir,50,false
6503401-2,colher de cha,6.3,false
6503401-2,colher de sobremesa,12.5,false
6503401-2,colher de sopa,25,false
6503401-2,concha,110,false
6503401-2,escumadeira,110,false
6503401-2,garfada,30,false
6503401-2,grama,1,true
6503401-2,pegador,110,false
6503401-2,porcao,105,false
6503401-2,prato de sobremesa,200,false
6503401-2,prato fundo,400,false
6503401-2,prato raso,320,false
6503401-2,quilo,1000,false
6503401-2,tigela,320,false
6503401-3,grama,1,true
6503401-3,pegador,110,false
6503401-3,quilo,1000,false
6503401-4,colher de arroz/servir,50,false
6503401-4,grama,1,true
6503401-4,pegador,110,false
6503401-4,porcao,105,false
6503401-4,quilo,1000,false
6503401-5,colher de arroz/servir,50,false
6503401-5,colher de sopa,25,false
6503401-5,concha,110,false
6503401-5,escumadeira,110,false
6503401-5,garfada,30,false
6503401-5,grama,1,true
6503401-5,pegador,110,false
6503401-5,porcao,105,false
6503401-5,quilo,1000,false
6503401-5,tigela,320,false
6503401-6,grama,1,true
6503401-6,porcao,105,false
6503401-6,prato raso,320,false
6503401-6,quilo,1000,false
6503401-7,colher de arroz/servir,50,false
6503401-7,colher de cha,6.3,false
6503401-7,colher de sopa,25,false
6503401-7,concha,110,false
6503401-7,escumadeira,110,false
6503401-7,garfada,30,false
6503401-7,grama,1,true
6503401-7,pegador,110,false
6503401-7,porcao,105,false
6503401-7,prato de sobremesa,200,false
6503401-7,prato fundo,400,false
6503401-7,prato raso,320,false
6503401-7,quilo,1000,false
6503401-8,colher de arroz/servir,50,false
6503401-8,colher de cha,6.3,false
6503401-8,colher de sobremesa,12.5,false
6503401-8,colher de sopa,25,false
6503401-8,concha,110,false
6503401-8,escumadeira,110,false
6503401-8,garfada,30,false
6503401-8,grama,1,true
6503401-8,pegador,110,false
6503401-8,porcao,105,false
6503401-8,prato de sobremesa,200,false
6503401-8,prato fundo,400,false
6503401-8,prato raso,320,false
6503401-8,quilo,1000,false
6503401-9,colher de arroz/servir,50,false
6503401-9,colher de sobremesa,12.5,false
6503401-9,colher de sopa,25,false
6503401-9,concha,110,false
6503401-9,escumadeira,110,false
6503401-9,garfada,30,false
6503401-9,grama,1,true
6503401-9,pegador,110,false
6503401-9,porcao,105,false
6503401-9,prato de sobremesa,200,false
6503401-9,prato fundo,400,false
6503401-9,prato raso,320,false
6503401-9,quilo,1000,false
6503401-10,colher de arroz/servir,50,false
6503401-10,colher de sobremesa,12.5,false
6503401-10,colher de sopa,25,false
6503401-10,concha,110,false
6503401-10,escumadeira,110,false
6503401-10,garfada,30,false
6503401-10,grama,1,true
6503401-10,pegador,110,false
6503401-10,porcao,105,false
6503401-10,prato fundo,400,false
6503401-10,prato raso,320,false
6503401-10,quilo,1000,false
6503401-11,colher de arroz/servir,50,false
6503401-11,colher de sopa,25,false
6503401-11,concha,110,false
6503401-11,escumadeira,110,false
6503401-11,garfada,30,false
6503401-11,grama,1,true
6503401-11,pegador,110,false
6503401-11,porcao,105,false
6503401-11,prato de sobremesa,200,false
6503401-11,prato fundo,400,false
6503401-11,prato raso,320,false
6503401-11,quilo,1000,false
6503401-12,colher de arroz/servir,50,false
6503401-12,grama,1,true
6503401-12,pegador,110,false
6503401-12,quilo,1000,false
6503401-13,colher de arroz/servir,50,false
6503401-13,colher de sopa,25,false
6503401-13,concha,110,false
6503401-13,escumadeira,110,false
6503401-13,grama,1,true
6503401-13,pegador,110,false
6503401-13,porcao,105,false
6503401-13,prato fundo,400,false
6503401-13,prato raso,320,false
6503401-13,quilo,1000,false
6503401-15,colher de arroz/servir,40,false
6503401-15,colher de sopa,20,false
6503401-15,concha,160,false
6503401-15,cumbuca,300,false
6503401-15,grama,1,true
6503401-15,prato fundo,520,false
6503401-15,prato raso,325,false
6503401-15,quilo,1000,false
6503401-99,colher de arroz/servir,50,false
6503401-99,colher de sopa,25,false
6503401-99,concha,110,false
6503401-99,escumadeira,110,false
6503401-99,garfada,30,false
6503401-99,grama,1,true
6503401-99,pegador,110,false
6503401-99,porcao,105,false
6503401-99,prato fundo,400,false
6503401-99,prato raso,320,false
6503401-99,quilo,1000,false
6503501-99,colher de arroz/servir,80,false
6503501-99,colher de cafe,5.6,false
6503501-99,colher de cha,11.3,false
6503501-99,colher de sobremesa,22.5,false
6503501-99,colher de sopa,45,false
6503501-99,concha,140,false
6503501-99,escumadeira,80,false
6503501-99,grama,1,true
6503501-99,pires,70,false
6503501-99,porcao,130,false
6503501-99,prato fundo,280,false
6503501-99,prato raso,140,false
6503501-99,quilo,1000,false
6503501-99,tigela,140,false
6503501-99,xicara de cha,140,false
6503601-99,bife,80,false
6503601-99,fatia,80,false
6503601-99,grama,1,true
6503601-99,pedaco,40,false
6503601-99,quilo,1000,false
6503601-99,unidade,80,false
6503603-5,grama,1,true
6503603-5,quilo,1000,false
6503603-5,unidade,80,false
6503604-99,grama,1,true
6503604-99,ponta de faca,5,false
6503604-99,quilo,1000,false
6503605-99,bife,80,false
6503605-99,colher de arroz/servir,48,false
6503605-99,colher de cha,6,false
6503605-99,colher de sopa,24,false
6503605-99,concha,48,false
6503605-99,grama,1,true
6503605-99,pedaco,40,false
6503605-99,pegador,24,false
6503605-99,quilo,1000,false
6503605-99,unidade,80,false
6503702-99,grama,1,true
6503702-99,pacote,50,false
6503702-99,porcao,9,false
6503702-99,quilo,1000,false
6504101-99,colher de arroz/servir,20,false
6504101-99,colher de cha,2.5,false
6504101-99,colher de sobremesa,5,false
6504101-99,colher de sopa,10,false
6504101-99,copo americano,80,false
6504101-99,copo medio,160,false
6504101-99,cumbuca,80,false
6504101-99,grama,1,true
6504101-99,pires,40,false
6504101-99,porcao,40,false
6504101-99,prato fundo,160,false
6504101-99,prato raso,80,false
6504101-99,quilo,1000,false
6504101-99,tigela,80,false
6504101-99,xicara de cafe,20,false
6504101-99,xicara de cha,80,false
6504601-99,colher de sopa,10,false
6504601-99,grama,1,true
6504601-99,quilo,1000,false
6504701-99,colher de arroz/servir,20,false
6504701-99,colher de cha,2.5,false
6504701-99,colher de sopa,10,false
6504701-99,grama,1,true
6504701-99,porcao,40,false
6504701-99,quilo,1000,false
6504801-99,colher de arroz/servir,50,false
6504801-99,colher de sopa,25,false
6504801-99,concha,110,false
6504801-99,garfada,30,false
6504801-99,grama,1,true
6504801-99,metade,160,false
6504801-99,pacote,320,false
6504801-99,pegador,110,false
6504801-99,porcao,105,false
6504801-99,prato fundo,400,false
6504801-99,prato raso,320,false
6504801-99,quilo,1000,false
6504801-99,tigela,320,false
6504801-99,unidade,320,false
6504802-99,colher de arroz/servir,50,false
6504802-99,colher de sopa,25,false
6504802-99,concha,110,false
6504802-99,escumadeira,110,false
6504802-99,garfada,30,false
6504802-99,grama,1,true
6504802-99,pacote,320,false
6504802-99,pegador,110,false
6504802-99,porcao,105,false
6504802-99,pote,320,false
6504802-99,prato fundo,400,false
6504802-99,prato raso,320,false
6504802-99,quilo,1000,false
6504802-99,tigela,320,false
6504802-99,unidade,320,false
6505101-99,colher de arroz/servir,30,false
6505101-99,colher de cha,4,false
6505101-99,colher de sobremesa,11,false
6505101-99,colher de sopa,15,false
6505101-99,copo grande,67.5,false
6505101-99,copo medio,54,false
